IND,VIU,Location,Year,HOUSE_ID
18810489,VIU,SFLL,1881,110
18810488,VIU,SFLL,1881,110
18810487,VIU,SFLL,1881,110
18890839,VIU,SFLL,1889,166
18890838,VIU,SFLL,1889,166
18890837,VIU,SFLL,1889,166
18810499,VIU,SFLL,1881,111
18810498,VIU,SFLL,1881,111
18810497,VIU,SFLL,1881,111
18810496,VIU,SFLL,1881,111
18810495,VIU,SFLL,1881,111
18810494,VIU,SFLL,1881,111
18810493,VIU,SFLL,1881,111
18810492,VIU,SFLL,1881,111
18890280,VIU,SFLL,1889,56
18890279,VIU,SFLL,1889,56
18810502,VIU,SFLL,1881,112
18810501,VIU,SFLL,1881,112
18810500,VIU,SFLL,1881,112
18810505,VIU,SFLL,1881,114
18810504,VIU,SFLL,1881,114
18810503,VIU,SFLL,1881,114
18890284,VIU,SFLL,1889,57
18890283,VIU,SFLL,1889,57
18890282,VIU,SFLL,1889,57
18890281,VIU,SFLL,1889,57
18810521,VIU,SFLL,1881,116
18810520,VIU,SFLL,1881,116
18810519,VIU,SFLL,1881,116
18810518,VIU,SFLL,1881,116
18810517,VIU,SFLL,1881,116
18810516,VIU,SFLL,1881,116
18810515,VIU,SFLL,1881,116
18810514,VIU,SFLL,1881,116
18810513,VIU,SFLL,1881,116
18810512,VIU,SFLL,1881,116
18810511,VIU,SFLL,1881,116
18890286,VIU,SFLL,1889,58
18890285,VIU,SFLL,1889,58
18810550,VIU,SFLL,1881,123
18810549,VIU,SFLL,1881,123
18810548,VIU,SFLL,1881,123
18810547,VIU,SFLL,1881,123
18810546,VIU,SFLL,1881,123
18810545,VIU,SFLL,1881,123
18890863,VIU,SFLL,1889,170
18890862,VIU,SFLL,1889,170
18890861,VIU,SFLL,1889,170
18890860,VIU,SFLL,1889,170
18890859,VIU,SFLL,1889,170
18810566,VIU,SFLL,1881,126
18810565,VIU,SFLL,1881,126
18810564,VIU,SFLL,1881,126
18810563,VIU,SFLL,1881,126
18810562,VIU,SFLL,1881,126
18810561,VIU,SFLL,1881,126
18810560,VIU,SFLL,1881,126
18810559,VIU,SFLL,1881,126
18890866,VIU,SFLL,1889,171
18890865,VIU,SFLL,1889,171
18890864,VIU,SFLL,1889,171
18810571,VIU,SFLL,1881,127
18810570,VIU,SFLL,1881,127
18810569,VIU,SFLL,1881,127
18810568,VIU,SFLL,1881,127
18810567,VIU,SFLL,1881,127
18890310,VIU,SFLL,1889,62
18890309,VIU,SFLL,1889,62
18890308,VIU,SFLL,1889,62
18890307,VIU,SFLL,1889,62
18890306,VIU,SFLL,1889,62
18890305,VIU,SFLL,1889,62
18890304,VIU,SFLL,1889,62
18890303,VIU,SFLL,1889,62
18890302,VIU,SFLL,1889,62
18890301,VIU,SFLL,1889,62
18810576,VIU,SFLL,1881,128
18810575,VIU,SFLL,1881,128
18810574,VIU,SFLL,1881,128
18810573,VIU,SFLL,1881,128
18810572,VIU,SFLL,1881,128
18890313,VIU,SFLL,1889,63
18890312,VIU,SFLL,1889,63
18890311,VIU,SFLL,1889,63
18810580,VIU,SFLL,1881,130
18810579,VIU,SFLL,1881,130
18810578,VIU,SFLL,1881,130
18810577,VIU,SFLL,1881,130
18890878,VIU,SFLL,1889,173
18890877,VIU,SFLL,1889,173
18890876,VIU,SFLL,1889,173
18890875,VIU,SFLL,1889,173
18890874,VIU,SFLL,1889,173
18890873,VIU,SFLL,1889,173
18890872,VIU,SFLL,1889,173
18810601,VIU,SFLL,1881,136
18810600,VIU,SFLL,1881,136
18810599,VIU,SFLL,1881,136
18890329,VIU,SFLL,1889,66
18890328,VIU,SFLL,1889,66
18890327,VIU,SFLL,1889,66
18890326,VIU,SFLL,1889,66
18890325,VIU,SFLL,1889,66
18890324,VIU,SFLL,1889,66
18810615,VIU,SFLL,1881,140
18810614,VIU,SFLL,1881,140
18810613,VIU,SFLL,1881,140
18810612,VIU,SFLL,1881,140
18810611,VIU,SFLL,1881,140
18890895,VIU,SFLL,1889,177
18890894,VIU,SFLL,1889,177
18810625,VIU,SFLL,1881,144
18810624,VIU,SFLL,1881,144
18810623,VIU,SFLL,1881,144
18890339,VIU,SFLL,1889,70
18890338,VIU,SFLL,1889,70
18810657,VIU,SFLL,1881,155
18890358,VIU,SFLL,1889,74
18890357,VIU,SFLL,1889,74
18890356,VIU,SFLL,1889,74
18890355,VIU,SFLL,1889,74
18890354,VIU,SFLL,1889,74
18810673,VIU,SFLL,1881,159
18810672,VIU,SFLL,1881,159
18810671,VIU,SFLL,1881,159
18810670,VIU,SFLL,1881,159
18890923,VIU,SFLL,1889,183
18890922,VIU,SFLL,1889,183
18890921,VIU,SFLL,1889,183
18890920,VIU,SFLL,1889,183
18890919,VIU,SFLL,1889,183
18890918,VIU,SFLL,1889,183
18810722,VIU,SFLL,1881,171
18810721,VIU,SFLL,1881,171
18810720,VIU,SFLL,1881,171
18810719,VIU,SFLL,1881,171
18810718,VIU,SFLL,1881,171
18810717,VIU,SFLL,1881,171
18810716,VIU,SFLL,1881,171
18810715,VIU,SFLL,1881,171
18810714,VIU,SFLL,1881,171
18810713,VIU,SFLL,1881,171
18890957,VIU,SFLL,1889,189
18890956,VIU,SFLL,1889,189
18890955,VIU,SFLL,1889,189
18890954,VIU,SFLL,1889,189
18890953,VIU,SFLL,1889,189
18890952,VIU,SFLL,1889,189
18890951,VIU,SFLL,1889,189
18890950,VIU,SFLL,1889,189
18890949,VIU,SFLL,1889,189
18810723,VIU,SFLL,1881,172
18890960,VIU,SFLL,1889,190
18890959,VIU,SFLL,1889,190
18890958,VIU,SFLL,1889,190
18810734,VIU,SFLL,1881,174
18810733,VIU,SFLL,1881,174
18810732,VIU,SFLL,1881,174
18810731,VIU,SFLL,1881,174
18810730,VIU,SFLL,1881,174
18890964,VIU,SFLL,1889,191
18890963,VIU,SFLL,1889,191
18890962,VIU,SFLL,1889,191
18890961,VIU,SFLL,1889,191
18810766,VIU,SFLL,1881,180
18810765,VIU,SFLL,1881,180
18810764,VIU,SFLL,1881,180
18810763,VIU,SFLL,1881,180
18810762,VIU,SFLL,1881,180
18890981,VIU,SFLL,1889,195
18890980,VIU,SFLL,1889,195
18890979,VIU,SFLL,1889,195
18890978,VIU,SFLL,1889,195
18890977,VIU,SFLL,1889,195
18890976,VIU,SFLL,1889,195
18890975,VIU,SFLL,1889,195
18810860,VIU,SFLL,1881,204
18810859,VIU,SFLL,1881,204
18810858,VIU,SFLL,1881,204
18810857,VIU,SFLL,1881,204
18810856,VIU,SFLL,1881,204
18810855,VIU,SFLL,1881,204
18812991,VIU,SFLL,1881,636
18812990,VIU,SFLL,1881,636
18812989,VIU,SFLL,1881,636
18812988,VIU,SFLL,1881,636
18812987,VIU,SFLL,1881,636
18812986,VIU,SFLL,1881,636
18812985,VIU,SFLL,1881,636
18812984,VIU,SFLL,1881,636
18890469,VIU,SFLL,1889,94
18890468,VIU,SFLL,1889,94
18890467,VIU,SFLL,1889,94
18890466,VIU,SFLL,1889,94
18890465,VIU,SFLL,1889,94
18890464,VIU,SFLL,1889,94
18890463,VIU,SFLL,1889,94
18890462,VIU,SFLL,1889,94
18890461,VIU,SFLL,1889,94
18890460,VIU,SFLL,1889,94
18890459,VIU,SFLL,1889,94
18890458,VIU,SFLL,1889,94
18890457,VIU,SFLL,1889,94
18810887,VIU,SFLL,1881,210
18810886,VIU,SFLL,1881,210
18810885,VIU,SFLL,1881,210
18890484,VIU,SFLL,1889,96
18890483,VIU,SFLL,1889,96
18890482,VIU,SFLL,1889,96
18890481,VIU,SFLL,1889,96
18890480,VIU,SFLL,1889,96
18890479,VIU,SFLL,1889,96
18890478,VIU,SFLL,1889,96
18810899,VIU,SFLL,1881,212
18810898,VIU,SFLL,1881,212
18810897,VIU,SFLL,1881,212
18810896,VIU,SFLL,1881,212
18810895,VIU,SFLL,1881,212
18810894,VIU,SFLL,1881,212
18810893,VIU,SFLL,1881,212
18810892,VIU,SFLL,1881,212
18810891,VIU,SFLL,1881,212
18810890,VIU,SFLL,1881,212
18890489,VIU,SFLL,1889,97
18890488,VIU,SFLL,1889,97
18890487,VIU,SFLL,1889,97
18890486,VIU,SFLL,1889,97
18890485,VIU,SFLL,1889,97
18810909,VIU,SFLL,1881,215
18810908,VIU,SFLL,1881,215
18810907,VIU,SFLL,1881,215
18810906,VIU,SFLL,1881,215
18810905,VIU,SFLL,1881,215
18810904,VIU,SFLL,1881,215
18810903,VIU,SFLL,1881,215
18810902,VIU,SFLL,1881,215
18890492,VIU,SFLL,1889,98
18890491,VIU,SFLL,1889,98
18890490,VIU,SFLL,1889,98
18810911,VIU,SFLL,1881,216
18810910,VIU,SFLL,1881,216
18891049,VIU,SFLL,1889,207
18891048,VIU,SFLL,1889,207
18891047,VIU,SFLL,1889,207
18891046,VIU,SFLL,1889,207
18891045,VIU,SFLL,1889,207
18891044,VIU,SFLL,1889,207
18891043,VIU,SFLL,1889,207
18810916,VIU,SFLL,1881,218
18810915,VIU,SFLL,1881,218
18810914,VIU,SFLL,1881,218
18810913,VIU,SFLL,1881,218
18810912,VIU,SFLL,1881,218
18890498,VIU,SFLL,1889,99
18890497,VIU,SFLL,1889,99
18890496,VIU,SFLL,1889,99
18890495,VIU,SFLL,1889,99
18890494,VIU,SFLL,1889,99
18890493,VIU,SFLL,1889,99
18810924,VIU,SFLL,1881,219
18810923,VIU,SFLL,1881,219
18810922,VIU,SFLL,1881,219
18810921,VIU,SFLL,1881,219
18810920,VIU,SFLL,1881,219
18810919,VIU,SFLL,1881,219
18810918,VIU,SFLL,1881,219
18810917,VIU,SFLL,1881,219
18891057,VIU,SFLL,1889,208
18891056,VIU,SFLL,1889,208
18891055,VIU,SFLL,1889,208
18891054,VIU,SFLL,1889,208
18891053,VIU,SFLL,1889,208
18891052,VIU,SFLL,1889,208
18891051,VIU,SFLL,1889,208
18891050,VIU,SFLL,1889,208
18810928,VIU,SFLL,1881,220
18810927,VIU,SFLL,1881,220
18810926,VIU,SFLL,1881,220
18810925,VIU,SFLL,1881,220
18890504,VIU,SFLL,1889,100
18890503,VIU,SFLL,1889,100
18890502,VIU,SFLL,1889,100
18890501,VIU,SFLL,1889,100
18890500,VIU,SFLL,1889,100
18890499,VIU,SFLL,1889,100
18810935,VIU,SFLL,1881,222
18810934,VIU,SFLL,1881,222
18810933,VIU,SFLL,1881,222
18810932,VIU,SFLL,1881,222
18810931,VIU,SFLL,1881,222
18810930,VIU,SFLL,1881,222
18810929,VIU,SFLL,1881,222
18891063,VIU,SFLL,1889,209
18891062,VIU,SFLL,1889,209
18891061,VIU,SFLL,1889,209
18891060,VIU,SFLL,1889,209
18891059,VIU,SFLL,1889,209
18891058,VIU,SFLL,1889,209
18810941,VIU,SFLL,1881,223
18810940,VIU,SFLL,1881,223
18810939,VIU,SFLL,1881,223
18810938,VIU,SFLL,1881,223
18810937,VIU,SFLL,1881,223
18810936,VIU,SFLL,1881,223
18890511,VIU,SFLL,1889,101
18890510,VIU,SFLL,1889,101
18890509,VIU,SFLL,1889,101
18890508,VIU,SFLL,1889,101
18890507,VIU,SFLL,1889,101
18890506,VIU,SFLL,1889,101
18890505,VIU,SFLL,1889,101
18810947,VIU,SFLL,1881,224
18810946,VIU,SFLL,1881,224
18810945,VIU,SFLL,1881,224
18810944,VIU,SFLL,1881,224
18810943,VIU,SFLL,1881,224
18810942,VIU,SFLL,1881,224
18890516,VIU,SFLL,1889,102
18890515,VIU,SFLL,1889,102
18890514,VIU,SFLL,1889,102
18890513,VIU,SFLL,1889,102
18890512,VIU,SFLL,1889,102
18810954,VIU,SFLL,1881,226
18810953,VIU,SFLL,1881,226
18810952,VIU,SFLL,1881,226
18810951,VIU,SFLL,1881,226
18810950,VIU,SFLL,1881,226
18810949,VIU,SFLL,1881,226
18810948,VIU,SFLL,1881,226
18891066,VIU,SFLL,1889,210
18891065,VIU,SFLL,1889,210
18891064,VIU,SFLL,1889,210
18810963,VIU,SFLL,1881,227
18810962,VIU,SFLL,1881,227
18810961,VIU,SFLL,1881,227
18810960,VIU,SFLL,1881,227
18810959,VIU,SFLL,1881,227
18810958,VIU,SFLL,1881,227
18810957,VIU,SFLL,1881,227
18810956,VIU,SFLL,1881,227
18810955,VIU,SFLL,1881,227
18890519,VIU,SFLL,1889,103
18890518,VIU,SFLL,1889,103
18890517,VIU,SFLL,1889,103
18810967,VIU,SFLL,1881,228
18810966,VIU,SFLL,1881,228
18810965,VIU,SFLL,1881,228
18810964,VIU,SFLL,1881,228
18890524,VIU,SFLL,1889,104
18890523,VIU,SFLL,1889,104
18890522,VIU,SFLL,1889,104
18890521,VIU,SFLL,1889,104
18890520,VIU,SFLL,1889,104
18810974,VIU,SFLL,1881,230
18810973,VIU,SFLL,1881,230
18810972,VIU,SFLL,1881,230
18810971,VIU,SFLL,1881,230
18810970,VIU,SFLL,1881,230
18810969,VIU,SFLL,1881,230
18810968,VIU,SFLL,1881,230
18890530,VIU,SFLL,1889,105
18890529,VIU,SFLL,1889,105
18890528,VIU,SFLL,1889,105
18890527,VIU,SFLL,1889,105
18890526,VIU,SFLL,1889,105
18890525,VIU,SFLL,1889,105
18810986,VIU,SFLL,1881,232
18810985,VIU,SFLL,1881,232
18810984,VIU,SFLL,1881,232
18810983,VIU,SFLL,1881,232
18810982,VIU,SFLL,1881,232
18810981,VIU,SFLL,1881,232
18810980,VIU,SFLL,1881,232
18890539,VIU,SFLL,1889,106
18890538,VIU,SFLL,1889,106
18890537,VIU,SFLL,1889,106
18890536,VIU,SFLL,1889,106
18890535,VIU,SFLL,1889,106
18890534,VIU,SFLL,1889,106
18890533,VIU,SFLL,1889,106
18890532,VIU,SFLL,1889,106
18890531,VIU,SFLL,1889,106
18810990,VIU,SFLL,1881,234
18810989,VIU,SFLL,1881,234
18810988,VIU,SFLL,1881,234
18810987,VIU,SFLL,1881,234
18890541,VIU,SFLL,1889,107
18890540,VIU,SFLL,1889,107
18811010,VIU,SFLL,1881,236
18811009,VIU,SFLL,1881,236
18811008,VIU,SFLL,1881,236
18811007,VIU,SFLL,1881,236
18811006,VIU,SFLL,1881,236
18811005,VIU,SFLL,1881,236
18811004,VIU,SFLL,1881,236
18811003,VIU,SFLL,1881,236
18811002,VIU,SFLL,1881,236
18811001,VIU,SFLL,1881,236
18811000,VIU,SFLL,1881,236
18810999,VIU,SFLL,1881,236
18810998,VIU,SFLL,1881,236
18890547,VIU,SFLL,1889,108
18890546,VIU,SFLL,1889,108
18890545,VIU,SFLL,1889,108
18890544,VIU,SFLL,1889,108
18890543,VIU,SFLL,1889,108
18890542,VIU,SFLL,1889,108
18811015,VIU,SFLL,1881,238
18811014,VIU,SFLL,1881,238
18811013,VIU,SFLL,1881,238
18811012,VIU,SFLL,1881,238
18811011,VIU,SFLL,1881,238
18891086,VIU,SFLL,1889,214
18891085,VIU,SFLL,1889,214
18891084,VIU,SFLL,1889,214
18891083,VIU,SFLL,1889,214
18811017,VIU,SFLL,1881,239
18811016,VIU,SFLL,1881,239
18811023,VIU,SFLL,1881,240
18811022,VIU,SFLL,1881,240
18811021,VIU,SFLL,1881,240
18811020,VIU,SFLL,1881,240
18811019,VIU,SFLL,1881,240
18811018,VIU,SFLL,1881,240
18891094,VIU,SFLL,1889,215
18891093,VIU,SFLL,1889,215
18891092,VIU,SFLL,1889,215
18891091,VIU,SFLL,1889,215
18891090,VIU,SFLL,1889,215
18891089,VIU,SFLL,1889,215
18891088,VIU,SFLL,1889,215
18891087,VIU,SFLL,1889,215
18811030,VIU,SFLL,1881,242
18811029,VIU,SFLL,1881,242
18811028,VIU,SFLL,1881,242
18811027,VIU,SFLL,1881,242
18811026,VIU,SFLL,1881,242
18811025,VIU,SFLL,1881,242
18811024,VIU,SFLL,1881,242
18890553,VIU,SFLL,1889,109
18890552,VIU,SFLL,1889,109
18890551,VIU,SFLL,1889,109
18890550,VIU,SFLL,1889,109
18890549,VIU,SFLL,1889,109
18890548,VIU,SFLL,1889,109
18811037,VIU,SFLL,1881,243
18811036,VIU,SFLL,1881,243
18811035,VIU,SFLL,1881,243
18811034,VIU,SFLL,1881,243
18811033,VIU,SFLL,1881,243
18811032,VIU,SFLL,1881,243
18811031,VIU,SFLL,1881,243
18891098,VIU,SFLL,1889,216
18891097,VIU,SFLL,1889,216
18891096,VIU,SFLL,1889,216
18891095,VIU,SFLL,1889,216
18811040,VIU,SFLL,1881,244
18811039,VIU,SFLL,1881,244
18811038,VIU,SFLL,1881,244
18890559,VIU,SFLL,1889,110
18890558,VIU,SFLL,1889,110
18890557,VIU,SFLL,1889,110
18890556,VIU,SFLL,1889,110
18890555,VIU,SFLL,1889,110
18890554,VIU,SFLL,1889,110
18811048,VIU,SFLL,1881,246
18811047,VIU,SFLL,1881,246
18811046,VIU,SFLL,1881,246
18811045,VIU,SFLL,1881,246
18811044,VIU,SFLL,1881,246
18811043,VIU,SFLL,1881,246
18811042,VIU,SFLL,1881,246
18811041,VIU,SFLL,1881,246
18891101,VIU,SFLL,1889,217
18891100,VIU,SFLL,1889,217
18891099,VIU,SFLL,1889,217
18811052,VIU,SFLL,1881,247
18811051,VIU,SFLL,1881,247
18811050,VIU,SFLL,1881,247
18811049,VIU,SFLL,1881,247
18890570,VIU,SFLL,1889,111
18890569,VIU,SFLL,1889,111
18890568,VIU,SFLL,1889,111
18890567,VIU,SFLL,1889,111
18890566,VIU,SFLL,1889,111
18890565,VIU,SFLL,1889,111
18890564,VIU,SFLL,1889,111
18890563,VIU,SFLL,1889,111
18890562,VIU,SFLL,1889,111
18890561,VIU,SFLL,1889,111
18890560,VIU,SFLL,1889,111
18811055,VIU,SFLL,1881,248
18811054,VIU,SFLL,1881,248
18811053,VIU,SFLL,1881,248
18891108,VIU,SFLL,1889,218
18891107,VIU,SFLL,1889,218
18891106,VIU,SFLL,1889,218
18891105,VIU,SFLL,1889,218
18891104,VIU,SFLL,1889,218
18891103,VIU,SFLL,1889,218
18891102,VIU,SFLL,1889,218
18811056,VIU,SFLL,1881,250
18891112,VIU,SFLL,1889,219
18891111,VIU,SFLL,1889,219
18891110,VIU,SFLL,1889,219
18891109,VIU,SFLL,1889,219
18811060,VIU,SFLL,1881,251
18811059,VIU,SFLL,1881,251
18811058,VIU,SFLL,1881,251
18811057,VIU,SFLL,1881,251
18811066,VIU,SFLL,1881,252
18811065,VIU,SFLL,1881,252
18811064,VIU,SFLL,1881,252
18811063,VIU,SFLL,1881,252
18811062,VIU,SFLL,1881,252
18811061,VIU,SFLL,1881,252
18891124,VIU,SFLL,1889,222
18891123,VIU,SFLL,1889,222
18891122,VIU,SFLL,1889,222
18891121,VIU,SFLL,1889,222
18891120,VIU,SFLL,1889,222
18891119,VIU,SFLL,1889,222
18811071,VIU,SFLL,1881,254
18811070,VIU,SFLL,1881,254
18811069,VIU,SFLL,1881,254
18811068,VIU,SFLL,1881,254
18811067,VIU,SFLL,1881,254
18891129,VIU,SFLL,1889,223
18891128,VIU,SFLL,1889,223
18891127,VIU,SFLL,1889,223
18891126,VIU,SFLL,1889,223
18891125,VIU,SFLL,1889,223
18811076,VIU,SFLL,1881,255
18811075,VIU,SFLL,1881,255
18811074,VIU,SFLL,1881,255
18811073,VIU,SFLL,1881,255
18811072,VIU,SFLL,1881,255
18891131,VIU,SFLL,1889,224
18891130,VIU,SFLL,1889,224
18811082,VIU,SFLL,1881,256
18811081,VIU,SFLL,1881,256
18811080,VIU,SFLL,1881,256
18811079,VIU,SFLL,1881,256
18811078,VIU,SFLL,1881,256
18811077,VIU,SFLL,1881,256
18891133,VIU,SFLL,1889,225
18891132,VIU,SFLL,1889,225
18811088,VIU,SFLL,1881,258
18811087,VIU,SFLL,1881,258
18811086,VIU,SFLL,1881,258
18811085,VIU,SFLL,1881,258
18811084,VIU,SFLL,1881,258
18811083,VIU,SFLL,1881,258
18891135,VIU,SFLL,1889,226
18891134,VIU,SFLL,1889,226
18811091,VIU,SFLL,1881,259
18811090,VIU,SFLL,1881,259
18811089,VIU,SFLL,1881,259
18891142,VIU,SFLL,1889,227
18891141,VIU,SFLL,1889,227
18891140,VIU,SFLL,1889,227
18891139,VIU,SFLL,1889,227
18891138,VIU,SFLL,1889,227
18891137,VIU,SFLL,1889,227
18891136,VIU,SFLL,1889,227
18811099,VIU,SFLL,1881,260
18811098,VIU,SFLL,1881,260
18811097,VIU,SFLL,1881,260
18811096,VIU,SFLL,1881,260
18811095,VIU,SFLL,1881,260
18811094,VIU,SFLL,1881,260
18811093,VIU,SFLL,1881,260
18811092,VIU,SFLL,1881,260
18890597,VIU,SFLL,1889,117
18890596,VIU,SFLL,1889,117
18890595,VIU,SFLL,1889,117
18811101,VIU,SFLL,1881,262
18811100,VIU,SFLL,1881,262
18891146,VIU,SFLL,1889,228
18891145,VIU,SFLL,1889,228
18891144,VIU,SFLL,1889,228
18891143,VIU,SFLL,1889,228
18811106,VIU,SFLL,1881,263
18811105,VIU,SFLL,1881,263
18811104,VIU,SFLL,1881,263
18811103,VIU,SFLL,1881,263
18811102,VIU,SFLL,1881,263
18811117,VIU,SFLL,1881,266
18811116,VIU,SFLL,1881,266
18811115,VIU,SFLL,1881,266
18811114,VIU,SFLL,1881,266
18811113,VIU,SFLL,1881,266
18811112,VIU,SFLL,1881,266
18811111,VIU,SFLL,1881,266
18891157,VIU,SFLL,1889,230
18891156,VIU,SFLL,1889,230
18891155,VIU,SFLL,1889,230
18891154,VIU,SFLL,1889,230
18891153,VIU,SFLL,1889,230
18811123,VIU,SFLL,1881,267
18811122,VIU,SFLL,1881,267
18811121,VIU,SFLL,1881,267
18811120,VIU,SFLL,1881,267
18811119,VIU,SFLL,1881,267
18811118,VIU,SFLL,1881,267
18811127,VIU,SFLL,1881,268
18811126,VIU,SFLL,1881,268
18811125,VIU,SFLL,1881,268
18811124,VIU,SFLL,1881,268
18891162,VIU,SFLL,1889,231
18891161,VIU,SFLL,1889,231
18891160,VIU,SFLL,1889,231
18891159,VIU,SFLL,1889,231
18891158,VIU,SFLL,1889,231
18811136,VIU,SFLL,1881,270
18811135,VIU,SFLL,1881,270
18811134,VIU,SFLL,1881,270
18811133,VIU,SFLL,1881,270
18811132,VIU,SFLL,1881,270
18811131,VIU,SFLL,1881,270
18811130,VIU,SFLL,1881,270
18811129,VIU,SFLL,1881,270
18811128,VIU,SFLL,1881,270
18891168,VIU,SFLL,1889,232
18891167,VIU,SFLL,1889,232
18891166,VIU,SFLL,1889,232
18891165,VIU,SFLL,1889,232
18891164,VIU,SFLL,1889,232
18891163,VIU,SFLL,1889,232
18811139,VIU,SFLL,1881,271
18811138,VIU,SFLL,1881,271
18811137,VIU,SFLL,1881,271
18891173,VIU,SFLL,1889,233
18891172,VIU,SFLL,1889,233
18891171,VIU,SFLL,1889,233
18891170,VIU,SFLL,1889,233
18891169,VIU,SFLL,1889,233
18811144,VIU,SFLL,1881,272
18811143,VIU,SFLL,1881,272
18811142,VIU,SFLL,1881,272
18811141,VIU,SFLL,1881,272
18811140,VIU,SFLL,1881,272
18891177,VIU,SFLL,1889,234
18891176,VIU,SFLL,1889,234
18891175,VIU,SFLL,1889,234
18891174,VIU,SFLL,1889,234
18811165,VIU,SFLL,1881,275
18811164,VIU,SFLL,1881,275
18811163,VIU,SFLL,1881,275
18811162,VIU,SFLL,1881,275
18811161,VIU,SFLL,1881,275
18811160,VIU,SFLL,1881,275
18811159,VIU,SFLL,1881,275
18891188,VIU,SFLL,1889,236
18891187,VIU,SFLL,1889,236
18891186,VIU,SFLL,1889,236
18891185,VIU,SFLL,1889,236
18891184,VIU,SFLL,1889,236
18811167,VIU,SFLL,1881,276
18811166,VIU,SFLL,1881,276
18891193,VIU,SFLL,1889,237
18891192,VIU,SFLL,1889,237
18891191,VIU,SFLL,1889,237
18891190,VIU,SFLL,1889,237
18891189,VIU,SFLL,1889,237
18811170,VIU,SFLL,1881,278
18811169,VIU,SFLL,1881,278
18811168,VIU,SFLL,1881,278
18891195,VIU,SFLL,1889,238
18891194,VIU,SFLL,1889,238
18811172,VIU,SFLL,1881,279
18811171,VIU,SFLL,1881,279
18891216,VIU,SFLL,1889,241
18891215,VIU,SFLL,1889,241
18891214,VIU,SFLL,1889,241
18891213,VIU,SFLL,1889,241
18891212,VIU,SFLL,1889,241
18891211,VIU,SFLL,1889,241
18891210,VIU,SFLL,1889,241
18811176,VIU,SFLL,1881,280
18811175,VIU,SFLL,1881,280
18811174,VIU,SFLL,1881,280
18811173,VIU,SFLL,1881,280
18891220,VIU,SFLL,1889,242
18891219,VIU,SFLL,1889,242
18891218,VIU,SFLL,1889,242
18891217,VIU,SFLL,1889,242
18890132,VIU,SFLL,1889,28
18890131,VIU,SFLL,1889,28
18890212,VIU,SFLL,1889,41
18890211,VIU,SFLL,1889,41
18890210,VIU,SFLL,1889,41
18890225,VIU,SFLL,1889,44
18890224,VIU,SFLL,1889,44
18890223,VIU,SFLL,1889,44
18890244,VIU,SFLL,1889,46
18890243,VIU,SFLL,1889,46
18890242,VIU,SFLL,1889,46
18890241,VIU,SFLL,1889,46
18890240,VIU,SFLL,1889,46
18890239,VIU,SFLL,1889,46
18890238,VIU,SFLL,1889,46
18890237,VIU,SFLL,1889,46
18890236,VIU,SFLL,1889,46
18890235,VIU,SFLL,1889,46
18890234,VIU,SFLL,1889,46
18890233,VIU,SFLL,1889,46
18890232,VIU,SFLL,1889,46
18890231,VIU,SFLL,1889,46
18890230,VIU,SFLL,1889,46
18890229,VIU,SFLL,1889,46
18890257,VIU,SFLL,1889,50
18890256,VIU,SFLL,1889,50
18890255,VIU,SFLL,1889,50
18890254,VIU,SFLL,1889,50
18890261,VIU,SFLL,1889,51
18890260,VIU,SFLL,1889,51
18890259,VIU,SFLL,1889,51
18890258,VIU,SFLL,1889,51
18890265,VIU,SFLL,1889,52
18890264,VIU,SFLL,1889,52
18890263,VIU,SFLL,1889,52
18890262,VIU,SFLL,1889,52
18890331,VIU,SFLL,1889,67
18890330,VIU,SFLL,1889,67
18890406,VIU,SFLL,1889,83
18890405,VIU,SFLL,1889,83
18890404,VIU,SFLL,1889,83
18890403,VIU,SFLL,1889,83
18890402,VIU,SFLL,1889,83
18890401,VIU,SFLL,1889,83
18890400,VIU,SFLL,1889,83
18890427,VIU,SFLL,1889,88
18890426,VIU,SFLL,1889,88
18890425,VIU,SFLL,1889,88
18890424,VIU,SFLL,1889,88
18890423,VIU,SFLL,1889,88
18890422,VIU,SFLL,1889,88
18890456,VIU,SFLL,1889,93
18890455,VIU,SFLL,1889,93
18890454,VIU,SFLL,1889,93
18890574,VIU,SFLL,1889,112
18890573,VIU,SFLL,1889,112
18890572,VIU,SFLL,1889,112
18890571,VIU,SFLL,1889,112
18890580,VIU,SFLL,1889,113
18890579,VIU,SFLL,1889,113
18890578,VIU,SFLL,1889,113
18890577,VIU,SFLL,1889,113
18890576,VIU,SFLL,1889,113
18890575,VIU,SFLL,1889,113
18890584,VIU,SFLL,1889,114
18890583,VIU,SFLL,1889,114
18890582,VIU,SFLL,1889,114
18890581,VIU,SFLL,1889,114
18890587,VIU,SFLL,1889,115
18890586,VIU,SFLL,1889,115
18890585,VIU,SFLL,1889,115
18890594,VIU,SFLL,1889,116
18890593,VIU,SFLL,1889,116
18890592,VIU,SFLL,1889,116
18890591,VIU,SFLL,1889,116
18890590,VIU,SFLL,1889,116
18890589,VIU,SFLL,1889,116
18890588,VIU,SFLL,1889,116
18890660,VIU,SFLL,1889,130
18890659,VIU,SFLL,1889,130
18890658,VIU,SFLL,1889,130
18890657,VIU,SFLL,1889,130
18890656,VIU,SFLL,1889,130
18890655,VIU,SFLL,1889,130
18890654,VIU,SFLL,1889,130
18890804,VIU,SFLL,1889,158
18890803,VIU,SFLL,1889,158
18890802,VIU,SFLL,1889,158
18890801,VIU,SFLL,1889,158
