Municipi,Id_Llar,Any_Padro,Carrer,Numero
SFLL,531,1878,iglesia,19
SFLL,526,1881,iglesia,19
SFLL,492,1889,iglesia,19
SFLL,529,1878,iglesia,17
SFLL,491,1889,iglesia,17
SFLL,530,1878,iglesia,18
SFLL,525,1881,iglesia,18
SFLL,505,1889,iglesia,18
SFLL,532,1878,iglesia,20
SFLL,533,1878,iglesia,20
SFLL,527,1881,iglesia,20
SFLL,506,1889,iglesia,20
SFLL,534,1878,iglesia,21
SFLL,528,1881,iglesia,21
SFLL,493,1889,iglesia,21
SFLL,535,1878,iglesia,22
SFLL,529,1881,iglesia,22
SFLL,507,1889,iglesia,22
SFLL,536,1878,iglesia,23
SFLL,540,1878,iglesia,23
SFLL,530,1881,iglesia,23
SFLL,494,1889,iglesia,23
SFLL,537,1878,iglesia,24
SFLL,538,1878,iglesia,24
SFLL,539,1878,iglesia,24
SFLL,544,1878,iglesia,24
SFLL,545,1878,iglesia,24
SFLL,541,1878,iglesia,25
SFLL,546,1878,iglesia,25
SFLL,531,1881,iglesia,25
SFLL,495,1889,iglesia,25
SFLL,542,1878,iglesia,26
SFLL,547,1878,iglesia,26
SFLL,543,1878,iglesia,27
SFLL,548,1878,iglesia,27
SFLL,532,1881,iglesia,27
SFLL,496,1889,iglesia,27
SFLL,550,1878,iglesia,28
SFLL,551,1878,iglesia,29
SFLL,497,1889,iglesia,29
SFLL,552,1878,iglesia,30
SFLL,553,1878,iglesia,31
SFLL,533,1881,iglesia,31
SFLL,554,1878,iglesia,32
SFLL,555,1878,iglesia,33
SFLL,557,1878,iglesia,39
SFLL,558,1878,iglesia,41
SFLL,559,1878,iglesia,43
SFLL,560,1878,iglesia,45
SFLL,561,1878,iglesia,47
SFLL,562,1878,iglesia,47
SFLL,563,1878,iglesia,51
SFLL,564,1878,iglesia,51
SFLL,565,1878,iglesia,51
SFLL,514,1881,iglesia,6
SFLL,600,1889,plaza de la constitucion,12
SFLL,601,1889,plaza constitucion,14
SFLL,602,1889,plaza constitucion,16
SFLL,113,1833,rectoria,null
SFLL,115,1833,rectoria,null
SFLL,118,1833,rectoria,null
SFLL,119,1833,rectoria,null
SFLL,120,1833,rectoria,null
SFLL,122,1833,rectoria,null
SFLL,124,1833,rectoria,null
SFLL,126,1833,rectoria,null
SFLL,128,1833,rectoria,null
SFLL,129,1833,rectoria,null
SFLL,130,1833,rectoria,null
SFLL,132,1833,rectoria,null
SFLL,134,1833,rectoria,null
SFLL,135,1833,rectoria,null
SFLL,136,1833,rectoria,null
SFLL,137,1833,rectoria,null
SFLL,140,1833,rectoria,null
SFLL,142,1833,rectoria,null
SFLL,144,1833,rectoria,null
SFLL,112,1833,rectoria,1
SFLL,629,1839,rectoria,1
SFLL,114,1833,rectoria,3
SFLL,631,1839,rectoria,3
SFLL,116,1833,rectoria,5
SFLL,633,1839,rectoria,5
SFLL,117,1833,rectoria,6
SFLL,634,1839,rectoria,6
SFLL,121,1833,rectoria,9
SFLL,637,1839,rectoria,9
SFLL,123,1833,rectoria,10
SFLL,638,1839,rectoria,10
SFLL,125,1833,rectoria,12
SFLL,640,1839,rectoria,12
SFLL,127,1833,rectoria,14
SFLL,642,1839,rectoria,14
SFLL,131,1833,rectoria,16
SFLL,645,1839,rectoria,16
SFLL,133,1833,rectoria,18
SFLL,647,1839,rectoria,18
SFLL,138,1833,rectoria,19
SFLL,648,1839,rectoria,19
SFLL,139,1833,rectoria,20
SFLL,649,1839,rectoria,20
SFLL,141,1833,rectoria,22
SFLL,651,1839,rectoria,22
SFLL,143,1833,rectoria,24
SFLL,653,1839,rectoria,24
SFLL,145,1833,rectoria,25
SFLL,630,1839,rectoria,2
SFLL,632,1839,rectoria,4
SFLL,635,1839,rectoria,7
SFLL,636,1839,rectoria,8
SFLL,639,1839,rectoria,11
SFLL,641,1839,rectoria,13
SFLL,643,1839,rectoria,15
SFLL,644,1839,rectoria,15
SFLL,646,1839,rectoria,17
SFLL,650,1839,rectoria,21
SFLL,652,1839,rectoria,23
null,1,1828,null,null
null,2,1828,null,null
null,3,1828,null,null
null,4,1828,null,null
null,5,1828,null,null
null,6,1828,null,null
null,7,1828,null,null
null,8,1828,null,null
null,9,1828,null,null
null,10,1828,null,null
null,11,1828,null,null
null,12,1828,null,null
null,13,1828,null,null
null,14,1828,null,null
null,15,1828,null,null
null,16,1828,null,null
null,17,1828,null,null
null,18,1828,null,null
null,19,1828,null,null
null,20,1828,null,null
null,21,1828,null,null
null,22,1828,null,null
null,23,1828,null,null
null,24,1828,null,null
null,25,1828,null,null
null,26,1828,null,null
null,27,1828,null,null
null,28,1828,null,null
null,29,1828,null,null
null,30,1828,null,null
null,31,1828,null,null
null,32,1828,null,null
null,33,1828,null,null
null,34,1828,null,null
null,35,1828,null,null
null,36,1828,null,null
null,37,1828,null,null
null,38,1828,null,null
null,39,1828,null,null
null,40,1828,null,null
null,41,1828,null,null
null,42,1828,null,null
null,43,1828,null,null
null,44,1828,null,null
null,45,1828,null,null
null,46,1828,null,null
null,47,1828,null,null
null,48,1828,null,null
null,49,1828,null,null
null,50,1828,null,null
null,51,1828,null,null
null,52,1828,null,null
null,53,1828,null,null
null,54,1828,null,null
null,55,1828,null,null
null,56,1828,null,null
null,57,1828,null,null
null,58,1828,null,null
null,59,1828,null,null
null,60,1828,null,null
null,61,1828,null,null
null,62,1828,null,null
null,63,1828,null,null
null,64,1828,null,null
null,65,1828,null,null
null,66,1828,null,null
null,67,1828,null,null
null,68,1828,null,null
null,69,1828,null,null
null,70,1828,null,null
null,71,1828,null,null
null,72,1828,null,null
null,73,1828,null,null
null,74,1828,null,null
null,75,1828,null,null
null,76,1828,null,null
null,77,1828,null,null
null,78,1828,null,null
null,79,1828,null,null
null,80,1828,null,null
null,81,1828,null,null
null,82,1828,null,null
null,83,1828,null,null
null,84,1828,null,null
null,85,1828,null,null
null,86,1828,null,null
null,87,1828,null,null
null,88,1828,null,null
null,89,1828,null,null
null,90,1828,null,null
null,91,1828,null,null
null,92,1828,null,null
null,93,1828,null,null
null,94,1828,null,null
null,95,1828,null,null
null,96,1828,null,null
null,97,1828,null,null
null,98,1828,null,null
null,99,1828,null,null
null,100,1828,null,null
null,101,1828,null,null
null,102,1828,null,null
null,103,1828,null,null
null,104,1828,null,null
null,105,1828,null,null
null,106,1828,null,null
null,107,1828,null,null
null,108,1828,null,null
null,109,1828,null,null
null,110,1828,null,null
null,111,1828,null,null
null,112,1828,null,null
null,113,1828,null,null
null,114,1828,null,null
null,115,1828,null,null
null,116,1828,null,null
null,117,1828,null,null
null,118,1828,null,null
null,119,1828,null,null
null,120,1828,null,null
null,121,1828,null,null
null,122,1828,null,null
null,123,1828,null,null
null,124,1828,null,null
null,125,1828,null,null
null,126,1828,null,null
null,127,1828,null,null
null,128,1828,null,null
null,129,1828,null,null
null,130,1828,null,null
null,131,1828,null,null
null,132,1828,null,null
null,133,1828,null,null
null,134,1828,null,null
null,135,1828,null,null
null,136,1828,null,null
null,137,1828,null,null
null,138,1828,null,null
null,139,1828,null,null
null,140,1828,null,null
null,141,1828,null,null
null,142,1828,null,null
null,143,1828,null,null
null,144,1828,null,null
null,145,1828,null,null
null,146,1828,null,null
null,147,1828,null,null
null,148,1828,null,null
null,149,1828,null,null
null,150,1828,null,null
null,151,1828,null,null
null,152,1828,null,null
null,153,1828,null,null
null,154,1828,null,null
null,155,1828,null,null
null,156,1828,null,null
null,157,1828,null,null
null,158,1828,null,null
null,159,1828,null,null
null,160,1828,null,null
null,161,1828,null,null
null,162,1828,null,null
null,163,1828,null,null
null,164,1828,null,null
null,165,1828,null,null
null,166,1828,null,null
null,167,1828,null,null
null,168,1828,null,null
null,169,1828,null,null
null,170,1828,null,null
null,171,1828,null,null
null,172,1828,null,null
null,173,1828,null,null
null,174,1828,null,null
null,175,1828,null,null
null,176,1828,null,null
null,177,1828,null,null
null,178,1828,null,null
null,179,1828,null,null
null,180,1828,null,null
null,181,1828,null,null
null,182,1828,null,null
null,183,1828,null,null
null,184,1828,null,null
null,185,1828,null,null
null,186,1828,null,null
null,187,1828,null,null
null,188,1828,null,null
null,189,1828,null,null
null,190,1828,null,null
null,191,1828,null,null
null,192,1828,null,null
null,193,1828,null,null
null,194,1828,null,null
null,195,1828,null,null
null,196,1828,null,null
null,197,1828,null,null
null,198,1828,null,null
null,199,1828,null,null
null,200,1828,null,null
null,201,1828,null,null
null,202,1828,null,null
null,204,1828,null,null
null,205,1828,null,null
null,206,1828,null,null
null,207,1828,null,null
null,208,1828,null,null
null,209,1828,null,null
null,210,1828,null,null
null,211,1828,null,null
null,212,1828,null,null
null,213,1828,null,null
null,214,1828,null,null
null,215,1828,null,null
null,216,1828,null,null
null,217,1828,null,null
null,218,1828,null,null
null,219,1828,null,null
null,220,1828,null,null
null,221,1828,null,null
null,222,1828,null,null
null,223,1828,null,null
null,224,1828,null,null
null,225,1828,null,null
null,226,1828,null,null
null,227,1828,null,null
null,228,1828,null,null
null,229,1828,null,null
null,230,1828,null,null
null,231,1828,null,null
null,232,1828,null,null
null,233,1828,null,null
null,234,1828,null,null
null,235,1828,null,null
null,236,1828,null,null
null,237,1828,null,null
null,238,1828,null,null
null,239,1828,null,null
null,240,1828,null,null
null,241,1828,null,null
null,242,1828,null,null
null,243,1828,null,null
null,244,1828,null,null
null,245,1828,null,null
null,246,1828,null,null
null,247,1828,null,null
null,248,1828,null,null
null,249,1828,null,null
null,250,1828,null,null
null,251,1828,null,null
null,252,1828,null,null
null,253,1828,null,null
null,254,1828,null,null
null,255,1828,null,null
null,256,1828,null,null
null,257,1828,null,null
null,258,1828,null,null
null,259,1828,null,null
null,260,1828,null,null
null,261,1828,null,null
null,262,1828,null,null
null,263,1828,null,null
null,264,1828,null,null
null,265,1828,null,null
null,266,1828,null,null
null,267,1828,null,null
null,268,1828,null,null
null,269,1828,null,null
null,270,1828,null,null
null,271,1828,null,null
null,272,1828,null,null
null,273,1828,null,null
null,274,1828,null,null
null,275,1828,null,null
null,276,1828,null,null
null,277,1828,null,null
null,278,1828,null,null
null,279,1828,null,null
null,280,1828,null,null
null,281,1828,null,null
null,282,1828,null,null
null,283,1828,null,null
null,284,1828,null,null
null,285,1828,null,null
null,286,1828,null,null
null,287,1828,null,null
null,288,1828,null,null
null,289,1828,null,null
null,290,1828,null,null
null,291,1828,null,null
null,292,1828,null,null
null,293,1828,null,null
null,294,1828,null,null
null,295,1828,null,null
null,296,1828,null,null
null,297,1828,null,null
null,298,1828,null,null
null,299,1828,null,null
null,300,1828,null,null
null,301,1828,null,null
null,302,1828,null,null
null,303,1828,null,null
null,304,1828,null,null
null,305,1828,null,null
null,306,1828,null,null
null,307,1828,null,null
null,308,1828,null,null
null,309,1828,null,null
null,310,1828,null,null
null,311,1828,null,null
null,312,1828,null,null
null,313,1828,null,null
null,314,1828,null,null
null,315,1828,null,null
null,316,1828,null,null
null,317,1828,null,null
null,318,1828,null,null
null,319,1828,null,null
null,320,1828,null,null
null,321,1828,null,null
null,322,1828,null,null
null,323,1828,null,null
null,324,1828,null,null
null,325,1828,null,null
null,326,1828,null,null
null,327,1828,null,null
null,328,1828,null,null
null,329,1828,null,null
null,330,1828,null,null
null,331,1828,null,null
null,332,1828,null,null
null,333,1828,null,null
null,334,1828,null,null
null,335,1828,null,null
null,336,1828,null,null
null,337,1828,null,null
null,338,1828,null,null
null,339,1828,null,null
null,340,1828,null,null
null,341,1828,null,null
null,342,1828,null,null
null,343,1828,null,null
null,344,1828,null,null
null,345,1828,null,null
null,346,1828,null,null
null,347,1828,null,null
null,348,1828,null,null
null,349,1828,null,null
null,350,1828,null,null
null,351,1828,null,null
null,352,1828,null,null
null,353,1828,null,null
null,354,1828,null,null
null,355,1828,null,null
null,356,1828,null,null
null,357,1828,null,null
null,358,1828,null,null
null,359,1828,null,null
null,360,1828,null,null
null,361,1828,null,null
null,362,1828,null,null
null,363,1828,null,null
null,364,1828,null,null
null,365,1828,null,null
null,366,1828,null,null
null,367,1828,null,null
null,368,1828,null,null
null,369,1828,null,null
null,370,1828,null,null
null,371,1828,null,null
null,372,1828,null,null
null,373,1828,null,null
null,374,1828,null,null
null,375,1828,null,null
null,376,1828,null,null
null,377,1828,null,null
null,378,1828,null,null
null,379,1828,null,null
null,380,1828,null,null
null,381,1828,null,null
null,382,1828,null,null
null,383,1828,null,null
null,384,1828,null,null
null,385,1828,null,null
null,386,1828,null,null
null,387,1828,null,null
null,388,1828,null,null
null,389,1828,null,null
null,390,1828,null,null
null,391,1828,null,null
null,392,1828,null,null
null,393,1828,null,null
null,394,1828,null,null
null,395,1828,null,null
null,396,1828,null,null
null,397,1828,null,null
null,398,1828,null,null
null,399,1828,null,null
null,400,1828,null,null
null,401,1828,null,null
null,402,1828,null,null
null,403,1828,null,null
null,404,1828,null,null
null,405,1828,null,null
null,406,1828,null,null
null,407,1828,null,null
null,408,1828,null,null
null,409,1828,null,null
null,410,1828,null,null
null,411,1828,null,null
null,412,1828,null,null
null,413,1828,null,null
null,414,1828,null,null
null,415,1828,null,null
null,416,1828,null,null
null,417,1828,null,null
null,418,1828,null,null
null,419,1828,null,null
null,420,1828,null,null
null,421,1828,null,null
null,422,1828,null,null
null,423,1828,null,null
null,424,1828,null,null
null,425,1828,null,null
null,426,1828,null,null
null,427,1828,null,null
null,1,1833,null,null
null,2,1833,null,null
null,3,1833,null,null
null,4,1833,null,null
null,5,1833,null,null
null,6,1833,null,null
null,7,1833,null,null
null,8,1833,null,null
null,9,1833,null,null
SFLL,10,1833,carretera de la part de molins,14
SFLL,11,1833,carretera de la part de molins de rey,null
SFLL,15,1833,carretera de la part de molins de rey,null
SFLL,16,1833,carretera de la part de molins de rey,null
SFLL,18,1833,carretera de la part de molins de rey,null
SFLL,20,1833,carretera de la part de molins de rey,null
SFLL,22,1833,carretera de la part de molins de rey,null
SFLL,24,1833,carretera de la part de molins de rey,null
SFLL,26,1833,carretera de la part de molins de rey,null
SFLL,29,1833,carretera de la part de molins de rey,null
SFLL,32,1833,carretera de la part de molins de rey,null
SFLL,34,1833,carretera de la part de molins de rey,null
SFLL,35,1833,carretera de la part de molins de rey,null
SFLL,36,1833,carretera de la part de molins de rey,null
SFLL,38,1833,carretera de la part de molins de rey,null
SFLL,39,1833,carretera de la part de molins de rey,null
SFLL,40,1833,carretera de la part de molins de rey,null
SFLL,44,1833,carretera de la part de molins de rey,null
SFLL,46,1833,carretera de la part de molins de rey,null
SFLL,47,1833,carretera de la part de molins de rey,null
SFLL,50,1833,carretera de la part de molins de rey,null
SFLL,51,1833,carretera de la part de molins de rey,null
SFLL,52,1833,carretera de la part de molins de rey,null
SFLL,56,1833,carretera de la part de molins de rey,null
SFLL,57,1833,carretera de la part de molins de rey,null
SFLL,58,1833,carretera de la part de molins de rey,null
SFLL,59,1833,carretera de la part de molins de rey,null
SFLL,12,1833,carretera de la part de molins de rey,16
SFLL,565,1839,carretera de la part de molins de rey,16
SFLL,14,1833,carretera de la part de molins de rey,18
SFLL,473,1839,carretera de la part de molins de rey,18
SFLL,474,1839,carretera de la part de molins de rey,18
SFLL,567,1839,carretera de la part de molins de rey,18
SFLL,17,1833,carretera de la part de molins de rey,20
SFLL,569,1839,carretera de la part de molins de rey,20
SFLL,19,1833,carretera de la part de molins de rey,22
SFLL,475,1839,carretera de la part de molins de rey,22
SFLL,21,1833,carretera de la part de molins de rey,24
SFLL,477,1839,carretera de la part de molins de rey,24
SFLL,571,1839,carretera de la part de molins de rey,24
SFLL,23,1833,carretera de la part de molins de rey,27
SFLL,480,1839,carretera de la part de molins de rey,27
SFLL,25,1833,carretera de la part de molins de rey,29
SFLL,482,1839,carretera de la part de molins de rey,29
SFLL,27,1833,carretera de la part de molins de rey,31
SFLL,484,1839,carretera de la part de molins de rey,31
SFLL,28,1833,carretera de la part de molins de rey,32
SFLL,485,1839,carretera de la part de molins de rey,32
SFLL,486,1839,carretera de la part de molins de rey,32
SFLL,30,1833,carretera de la part de molins de rey,33
SFLL,487,1839,carretera de la part de molins de rey,33
SFLL,31,1833,carretera de la part de molins de rey,34
SFLL,488,1839,carretera de la part de molins de rey,34
SFLL,33,1833,carretera de la part de molins de rey,36
SFLL,490,1839,carretera de la part de molins de rey,36
SFLL,37,1833,carretera de la part de molins de rey,37
SFLL,491,1839,carretera de la part de molins de rey,37
SFLL,41,1833,carretera de la part de molins de rey,41
SFLL,496,1839,carretera de la part de molins de rey,41
SFLL,42,1833,carretera de la part de molins de rey,42
SFLL,497,1839,carretera de la part de molins de rey,42
SFLL,43,1833,carretera de la part de molins de rey,43
SFLL,498,1839,carretera de la part de molins de rey,43
SFLL,45,1833,carretera de la part de molins de rey,45
SFLL,500,1839,carretera de la part de molins de rey,45
SFLL,48,1833,carretera de la part de molins de rey,48
SFLL,503,1839,carretera de la part de molins de rey,48
SFLL,49,1833,carretera de la part de molins de rey,49
SFLL,504,1839,carretera de la part de molins de rey,49
SFLL,53,1833,carretera de la part de molins de rey,51
SFLL,54,1833,carretera de la part de molins de rey,51
SFLL,506,1839,carretera de la part de molins de rey,51
SFLL,55,1833,carretera de la part de molins de rey,52
SFLL,507,1839,carretera de la part de molins de rey,52
SFLL,460,1839,carretera de la part de molins de rey,1
SFLL,554,1839,carretera de la part de molins de rey,1
SFLL,461,1839,carretera de la part de molins de rey,5
SFLL,553,1839,carretera de la part de molins de rey,5
SFLL,462,1839,carretera de la part de molins de rey,6
SFLL,555,1839,carretera de la part de molins de rey,6
SFLL,463,1839,carretera de la part de molins de rey,7
SFLL,556,1839,carretera de la part de molins de rey,7
SFLL,464,1839,carretera de la part de molins de rey,8
SFLL,557,1839,carretera de la part de molins de rey,8
SFLL,465,1839,carretera de la part de molins de rey,9
SFLL,558,1839,carretera de la part de molins de rey,9
SFLL,466,1839,carretera de la part de molins de rey,10
SFLL,559,1839,carretera de la part de molins de rey,10
SFLL,467,1839,carretera de la part de molins de rey,11
SFLL,560,1839,carretera de la part de molins de rey,11
SFLL,468,1839,carretera de la part de molins de rey,12
SFLL,561,1839,carretera de la part de molins de rey,12
SFLL,469,1839,carretera de la part de molins de rey,13
SFLL,562,1839,carretera de la part de molins de rey,13
SFLL,470,1839,carretera de la part de molins de rey,14
SFLL,563,1839,carretera de la part de molins de rey,14
SFLL,471,1839,carretera de la part de molins de rey,15
SFLL,564,1839,carretera de la part de molins de rey,15
SFLL,472,1839,carretera de la part de molins de rey,17
SFLL,566,1839,carretera de la part de molins de rey,17
SFLL,476,1839,carretera de la part de molins de rey,23
SFLL,478,1839,carretera de la part de molins de rey,25
SFLL,479,1839,carretera de la part de molins de rey,26
SFLL,481,1839,carretera de la part de molins de rey,28
SFLL,483,1839,carretera de la part de molins de rey,30
SFLL,489,1839,carretera de la part de molins de rey,35
SFLL,492,1839,carretera de la part de molins de rey,38
SFLL,493,1839,carretera de la part de molins de rey,38
SFLL,494,1839,carretera de la part de molins de rey,39
SFLL,495,1839,carretera de la part de molins de rey,40
SFLL,499,1839,carretera de la part de molins de rey,44
SFLL,501,1839,carretera de la part de molins de rey,46
SFLL,502,1839,carretera de la part de molins de rey,47
SFLL,505,1839,carretera de la part de molins de rey,50
SFLL,508,1839,carretera de la part de molins de rey,53
SFLL,509,1839,carretera de la part de molins de rey,54
SFLL,510,1839,carretera de la part de molins de rey,55
SFLL,511,1839,carretera de la part de molins de rey,56
SFLL,512,1839,carretera de la part de molins de rey,57
SFLL,513,1839,carretera de la part de molins de rey,58
SFLL,514,1839,carretera de la part de molins de rey,59
SFLL,515,1839,carretera de la part de molins de rey,60
SFLL,516,1839,carretera de la part de molins de rey,61
SFLL,517,1839,carretera de la part de molins de rey,63
SFLL,518,1839,carretera de la part de molins de rey,64
SFLL,519,1839,carretera de la part de molins de rey,65
SFLL,520,1839,carretera de la part de molins de rey,66
SFLL,521,1839,carretera de la part de molins de rey,67
SFLL,522,1839,carretera de la part de molins de rey,68
SFLL,550,1839,carretera de la part de molins de rey,2
SFLL,551,1839,carretera de la part de molins de rey,3
SFLL,552,1839,carretera de la part de molins de rey,4
SFLL,568,1839,carretera de la part de molins de rey,19
SFLL,570,1839,carretera de la part de molins de rey,23
SFLL,13,1833,carrtera de la part de molins de rey,null
SFLL,60,1833,masovenou,null
SFLL,61,1833,masovenou,null
SFLL,64,1833,masovenou,null
SFLL,65,1833,masovenou,null
SFLL,66,1833,masovenou,null
SFLL,67,1833,masovenou,null
SFLL,68,1833,masovenou,null
SFLL,72,1833,masovenou,null
SFLL,73,1833,masovenou,null
SFLL,74,1833,masovenou,null
SFLL,75,1833,masovenou,null
SFLL,76,1833,masovenou,null
SFLL,77,1833,masovenou,null
SFLL,78,1833,masovenou,null
SFLL,80,1833,masovenou,null
SFLL,81,1833,masovenou,null
SFLL,82,1833,masovenou,null
SFLL,83,1833,masovenou,null
SFLL,86,1833,masovenou,null
SFLL,88,1833,masovenou,null
SFLL,89,1833,masovenou,null
SFLL,91,1833,masovenou,null
SFLL,93,1833,masovenou,null
SFLL,62,1833,masovenou,3
SFLL,63,1833,masovenou,6
SFLL,69,1833,masovenou,12
SFLL,70,1833,masovenou,13
SFLL,71,1833,masovenou,14
SFLL,79,1833,masovenou,21
SFLL,84,1833,masovenou,25
SFLL,85,1833,masovenou,26
SFLL,87,1833,masovenou,27
SFLL,90,1833,masovenou,29
SFLL,92,1833,masovenou,31
SFLL,146,1833,creus,1
SFLL,602,1839,creus,1
SFLL,357,1881,creus,1
SFLL,343,1889,creus,1
SFLL,147,1833,creus,2
SFLL,603,1839,creus,2
SFLL,461,1878,creus,2
SFLL,358,1881,creus,2
SFLL,148,1833,creus,3
SFLL,156,1833,creus,3
SFLL,604,1839,creus,3
SFLL,359,1881,creus,3
SFLL,344,1889,creus,3
SFLL,149,1833,creus,null
SFLL,151,1833,creus,null
SFLL,152,1833,creus,null
SFLL,154,1833,creus,null
SFLL,155,1833,creus,null
SFLL,157,1833,creus,null
SFLL,159,1833,creus,null
SFLL,161,1833,creus,null
SFLL,162,1833,creus,null
SFLL,164,1833,creus,null
SFLL,165,1833,creus,null
SFLL,167,1833,creus,null
SFLL,458,1878,creus,null
SFLL,459,1878,creus,null
SFLL,460,1878,creus,null
SFLL,465,1878,creus,null
SFLL,150,1833,creus,9
SFLL,610,1839,creus,9
SFLL,467,1878,creus,9
SFLL,367,1881,creus,9
SFLL,347,1889,creus,9
SFLL,153,1833,creus,7
SFLL,608,1839,creus,7
SFLL,365,1881,creus,7
SFLL,346,1889,creus,7
SFLL,158,1833,creus,16
SFLL,616,1839,creus,16
SFLL,473,1878,creus,16
SFLL,372,1881,creus,16
SFLL,388,1889,creus,16
SFLL,160,1833,creus,18
SFLL,618,1839,creus,18
SFLL,475,1878,creus,18
SFLL,374,1881,creus,18
SFLL,389,1889,creus,18
SFLL,163,1833,creus,20
SFLL,620,1839,creus,20
SFLL,376,1881,creus,20
SFLL,390,1889,creus,20
SFLL,166,1833,creus,23
SFLL,624,1839,creus,23
SFLL,480,1878,creus,23
SFLL,380,1881,creus,23
SFLL,353,1889,creus,23
SFLL,605,1839,creus,4
SFLL,462,1878,creus,4
SFLL,463,1878,creus,4
SFLL,360,1881,creus,4
SFLL,381,1889,creus,4
SFLL,606,1839,creus,5
SFLL,361,1881,creus,5
SFLL,345,1889,creus,5
SFLL,607,1839,creus,6
SFLL,464,1878,creus,6
SFLL,362,1881,creus,6
SFLL,382,1889,creus,6
SFLL,609,1839,creus,8
SFLL,466,1878,creus,8
SFLL,667,1878,creus,8
SFLL,383,1889,creus,8
SFLL,611,1839,creus,10
SFLL,468,1878,creus,10
SFLL,368,1881,creus,10
SFLL,384,1889,creus,10
SFLL,612,1839,creus,11
SFLL,469,1878,creus,11
SFLL,369,1881,creus,11
SFLL,348,1889,creus,11
SFLL,613,1839,creus,12
SFLL,470,1878,creus,12
SFLL,471,1878,creus,12
SFLL,370,1881,creus,12
SFLL,385,1889,creus,12
SFLL,614,1839,creus,13
SFLL,615,1839,creus,14
SFLL,371,1881,creus,14
SFLL,387,1889,creus,14
SFLL,617,1839,creus,17
SFLL,474,1878,creus,17
SFLL,373,1881,creus,17
SFLL,350,1889,creus,17
SFLL,619,1839,creus,19
SFLL,476,1878,creus,19
SFLL,375,1881,creus,19
SFLL,351,1889,creus,19
SFLL,621,1839,creus,21
SFLL,622,1839,creus,21
SFLL,477,1878,creus,21
SFLL,377,1881,creus,21
SFLL,352,1889,creus,21
SFLL,623,1839,creus,22
SFLL,478,1878,creus,22
SFLL,479,1878,creus,22
SFLL,483,1878,creus,22
SFLL,378,1881,creus,21
SFLL,391,1889,creus,22
SFLL,625,1839,creus,24
SFLL,392,1889,creus,24
SFLL,626,1839,creus,25
SFLL,481,1878,creus,25
SFLL,482,1878,creus,25
SFLL,381,1881,creus,25
SFLL,354,1889,creus,25
SFLL,627,1839,creus,26
SFLL,393,1889,creus,26
SFLL,628,1839,creus,27
SFLL,355,1889,creus,27
SFLL,472,1878,creus,15
SFLL,349,1889,creus,15
SFLL,484,1878,creus,33
SFLL,382,1881,creus,33
SFLL,358,1889,creus,33
SFLL,500,1878,creus,64
SFLL,501,1878,creus,65
SFLL,398,1881,creus,65
SFLL,374,1889,creus,65
SFLL,502,1878,creus,67
SFLL,399,1881,creus,67
SFLL,375,1889,creus,67
SFLL,503,1878,creus,69
SFLL,400,1881,creus,69
SFLL,376,1889,creus,69
SFLL,504,1878,creus,73
SFLL,505,1878,creus,73
SFLL,401,1881,creus,73
SFLL,378,1889,creus,73
SFLL,506,1878,creus,77
SFLL,402,1881,creus,77
SFLL,380,1889,creus,77
SFLL,507,1878,creus,79
SFLL,403,1881,creus,79
SFLL,508,1878,creus,83
SFLL,405,1881,creus,83
SFLL,509,1878,creus,85
SFLL,510,1878,creus,85
SFLL,406,1881,creus,85
SFLL,511,1878,creus,87
SFLL,407,1881,creus,87
SFLL,512,1878,creus,89
SFLL,408,1881,creus,89
SFLL,513,1878,creus,91
SFLL,409,1881,creus,91
SFLL,363,1881,creus,6
SFLL,364,1881,creus,6
SFLL,366,1881,creus,8
SFLL,379,1881,creus,22
SFLL,383,1881,creus,33
SFLL,384,1881,creus,35
SFLL,359,1889,creus,35
SFLL,385,1881,creus,37
SFLL,360,1889,creus,37
SFLL,386,1881,creus,39
SFLL,361,1889,creus,39
SFLL,387,1881,creus,41
SFLL,362,1889,creus,41
SFLL,388,1881,creus,43
SFLL,363,1889,creus,43
SFLL,389,1881,creus,45
SFLL,364,1889,creus,45
SFLL,390,1881,creus,47
SFLL,365,1889,creus,47
SFLL,391,1881,creus,49
SFLL,392,1881,creus,51
SFLL,366,1889,creus,51
SFLL,393,1881,creus,53
SFLL,367,1889,creus,53
SFLL,394,1881,creus,57
SFLL,370,1889,creus,57
SFLL,395,1881,creus,59
SFLL,371,1889,creus,59
SFLL,396,1881,creus,61
SFLL,372,1889,creus,61
SFLL,397,1881,creus,63
SFLL,373,1889,creus,63
SFLL,404,1881,creus,81
SFLL,356,1889,creus,29
SFLL,357,1889,creus,31
SFLL,368,1889,creus,55
SFLL,369,1889,creus,null
SFLL,377,1889,creus,71
SFLL,379,1889,creus,75
SFLL,386,1889,creus,12
SFLL,394,1889,creus,28
SFLL,168,1833,armenteras,1
SFLL,736,1839,armenteras,1
SFLL,169,1833,armenteras,null
SFLL,170,1833,armenteras,null
SFLL,171,1833,armenteras,null
SFLL,173,1833,armenteras,null
SFLL,174,1833,armenteras,null
SFLL,176,1833,armenteras,null
SFLL,178,1833,armenteras,null
SFLL,180,1833,armenteras,null
SFLL,172,1833,armenteras,3
SFLL,739,1839,armenteras,3
SFLL,175,1833,armenteras,9
SFLL,179,1833,armenteras,9
SFLL,745,1839,armenteras,9
SFLL,177,1833,armenteras,7
SFLL,743,1839,armenteras,7
