ID_1,Relacio,Relacio_Harmonitzada,ID_2
18570207,null,altres,18570209
18570207,null,altres,18570208
18570207,jefe,jefe,18570207
18570211,null,filla,18570217
18570211,null,filla,18570216
18570211,null,fill,18570215
18570211,null,fill,18570214
18570211,null,fill,18570213
18570211,null,esposa,18570212
18570211,jefe,jefe,18570211
18570218,null,altres,18570219
18570218,jefe,jefe,18570218
18570220,altres,altres,18570223
18570220,altres,altres,18570222
18570220,null,altres,18570221
18570220,jefe,jefe,18570220
18570224,null,fill,18570228
18570224,altres,altres,18570227
18570224,null,altres,18570226
18570224,null,esposa,18570225
18570224,jefe,jefe,18570224
18570229,null,altres,18570232
18570229,null,altres,18570231
18570229,null,altres,18570230
18570229,jefe,jefe,18570229
18570233,null,filla,18570236
18570233,fill,fill,18570235
18570233,null,esposa,18570234
18570233,jefe,jefe,18570233
18570237,null,altres,18570239
18570237,null,altres,18570238
18570237,jefe,jefe,18570237
18570240,fill,fill,18570244
18570240,fill,fill,18570243
18570240,filla,filla,18570242
18570240,esposa,esposa,18570241
18570240,jefe,jefe,18570240
18570245,filla,filla,18570249
18570245,filla,filla,18570248
18570245,filla,filla,18570247
18570245,esposa,esposa,18570246
18570245,jefe,jefe,18570245
18570250,altres,altres,18570252
18570250,null,esposa,18570251
18570250,jefe,jefe,18570250
18570253,jefe,jefe,18570253
18570254,null,altres,18570256
18570254,null,esposa,18570255
18570254,jefe,jefe,18570254
18570257,null,familiar,18570260
18570257,null,fill,18570259
18570257,null,esposa,18570258
18570257,jefe,jefe,18570257
18570261,jefe,jefe,18570261
18570262,filla,filla,18570267
18570262,null,fill,18570266
18570262,null,fill,18570265
18570262,fill,fill,18570264
18570262,null,esposa,18570263
18570262,jefe,jefe,18570262
18570268,fill,fill,18570272
18570268,fill,fill,18570271
18570268,fill,fill,18570270
18570268,fill,fill,18570269
18570268,jefe,jefe,18570268
18570273,null,altres,18570275
18570273,null,altres,18570274
18570273,jefe,jefe,18570273
18570276,null,fill,18570278
18570276,esposa,esposa,18570277
18570276,jefe,jefe,18570276
18570279,serventa,servents,18570282
18570279,fill,fill,18570281
18570279,esposa,esposa,18570280
18570279,jefe,jefe,18570279
18570283,null,altres,18570296
18570283,altres,altres,18570295
18570283,null,altres,18570294
18570283,null,altres,18570293
18570283,altres,altres,18570292
18570283,serventa,servents,18570291
18570283,filla,filla,18570290
18570283,filla,filla,18570289
18570283,filla,filla,18570288
18570283,filla,filla,18570287
18570283,fill,fill,18570286
18570283,fill,fill,18570285
18570283,esposa,esposa,18570284
18570283,jefe,jefe,18570283
18570297,serventa,servents,18570299
18570297,esposa,esposa,18570298
18570297,jefe,jefe,18570297
18570300,null,familiar,18570304
18570300,null,familiar,18570303
18570300,null,filla,18570302
18570300,esposa,esposa,18570301
18570300,jefe,jefe,18570300
18570305,altres,altres,18570315
18570305,altres,altres,18570314
18570305,altres,altres,18570313
18570305,altres,altres,18570312
18570305,null,altres,18570311
18570305,null,servents,18570310
18570305,null,altres,18570309
18570305,null,altres,18570308
18570305,null,altres,18570307
18570305,null,altres,18570306
18570305,jefe,jefe,18570305
18570316,filla,filla,18570321
18570316,fill,fill,18570320
18570316,filla,filla,18570319
18570316,fill,fill,18570318
18570316,esposa,esposa,18570317
18570316,jefe,jefe,18570316
18570325,null,familiar,18570327
18570325,null,familiar,18570326
18570325,jefe,jefe,18570325
18570328,null,fill,18570330
18570328,esposa,esposa,18570329
18570328,jefe,jefe,18570328
18570331,null,altres,18570332
18570331,jefe,jefe,18570331
18570333,null,familiar,18570338
18570333,null,familiar,18570337
18570333,null,familiar,18570336
18570333,null,familiar,18570335
18570333,esposa,esposa,18570334
18570333,jefe,jefe,18570333
18570339,null,servents,18570345
18570339,null,filla,18570344
18570339,null,filla,18570343
18570339,null,filla,18570342
18570339,null,cunyada,18570341
18570339,esposa,esposa,18570340
18570339,jefe,jefe,18570339
18570346,null,filla,18570352
18570346,fill,fill,18570351
18570346,fill,fill,18570350
18570346,fill,fill,18570349
18570346,filla,filla,18570348
18570346,esposa,esposa,18570347
18570346,jefe,jefe,18570346
18570353,null,servents,18570356
18570353,parents,parents,18570355
18570353,null,altres,18570354
18570353,jefe,jefe,18570353
18570357,null,germa,18570358
18570357,jefe,jefe,18570357
18570359,gendre,gendre,18570361
18570359,null,filla,18570360
18570359,jefe,jefe,18570359
18570362,null,servents,18570364
18570362,esposa,esposa,18570363
18570362,jefe,jefe,18570362
18570365,altres,altres,18570367
18570365,esposa,esposa,18570366
18570365,jefe,jefe,18570365
18570368,altres,altres,18570375
18570368,null,altres,18570374
18570368,altres,altres,18570373
18570368,altres,altres,18570372
18570368,null,altres,18570371
18570368,null,altres,18570370
18570368,null,altres,18570369
18570368,jefe,jefe,18570368
18570376,altres,altres,18570379
18570376,null,altres,18570378
18570376,null,altres,18570377
18570376,jefe,jefe,18570376
18570380,null,servents,18570383
18570380,null,servents,18570382
18570380,null,altres,18570381
18570380,jefe,jefe,18570380
18570384,null,filla,18570386
18570384,esposa,esposa,18570385
18570384,jefe,jefe,18570384
18570387,null,altres,18570389
18570387,null,filla,18570388
18570387,jefe,jefe,18570387
18570390,fill,fill,18570397
18570390,null,familiar,18570396
18570390,filla,filla,18570395
18570390,fill,fill,18570394
18570390,filla,filla,18570393
18570390,filla,filla,18570392
18570390,esposa,esposa,18570391
18570390,jefe,jefe,18570390
18570398,jefe,jefe,18570398
18570399,null,altres,18570409
18570399,null,servents,18570408
18570399,null,germa,18570407
18570399,fill,fill,18570406
18570399,filla,filla,18570405
18570399,fill,fill,18570404
18570399,fill,fill,18570403
18570399,filla,filla,18570402
18570399,fill,fill,18570401
18570399,esposa,esposa,18570400
18570399,jefe,jefe,18570399
18570410,null,filla,18570414
18570410,filla,filla,18570413
18570410,fill,fill,18570412
18570410,esposa,esposa,18570411
18570410,jefe,jefe,18570410
18570415,null,altres,18570418
18570415,null,altres,18570417
18570415,null,servents,18570416
18570415,jefe,jefe,18570415
18570419,altres,altres,18570424
18570419,null,altres,18570423
18570419,altres,altres,18570422
18570419,null,altres,18570421
18570419,altres,altres,18570420
18570419,jefe,jefe,18570419
18570425,esposa,esposa,18570426
18570425,jefe,jefe,18570425
18570427,null,fill,18570430
18570427,null,filla,18570429
18570427,esposa,esposa,18570428
18570427,jefe,jefe,18570427
18570431,parents,parents,18570435
18570431,parents,parents,18570434
18570431,parents,parents,18570433
18570431,null,fill,18570432
18570431,jefe,jefe,18570431
18570444,filla,filla,18570446
18570444,esposa,esposa,18570445
18570444,jefe,jefe,18570444
18570447,filla,filla,18570451
18570447,null,parents,18570450
18570447,null,parents,18570449
18570447,esposa,esposa,18570448
18570447,jefe,jefe,18570447
18570452,null,altres,18570456
18570452,parents,parents,18570455
18570452,null,parents,18570454
18570452,esposa,esposa,18570453
18570452,jefe,jefe,18570452
18570457,altres,altres,18570466
18570457,altres,altres,18570465
18570457,null,parents,18570464
18570457,null,fill,18570463
18570457,fill,fill,18570462
18570457,fill,fill,18570461
18570457,null,jove,18570460
18570457,fill,fill,18570459
18570457,esposa,esposa,18570458
18570457,jefe,jefe,18570457
18570467,filla,filla,18570470
18570467,fill,fill,18570469
18570467,esposa,esposa,18570468
18570467,jefe,jefe,18570467
18570471,filla,filla,18570477
18570471,filla,filla,18570476
18570471,filla,filla,18570475
18570471,fill,fill,18570474
18570471,fill,fill,18570473
18570471,esposa,esposa,18570472
18570471,jefe,jefe,18570471
18570478,null,altres,18570483
18570478,null,altres,18570482
18570478,null,altres,18570481
18570478,null,altres,18570480
18570478,esposa,esposa,18570479
18570478,jefe,jefe,18570478
18570484,null,altres,18570487
18570484,fill,fill,18570486
18570484,esposa,esposa,18570485
18570484,jefe,jefe,18570484
18570488,null,altres,18570491
18570488,null,altres,18570490
18570488,esposa,esposa,18570489
18570488,jefe,jefe,18570488
18570492,null,filla,18570497
18570492,null,fill,18570496
18570492,null,fill,18570495
18570492,null,fill,18570494
18570492,esposa,esposa,18570493
18570492,jefe,jefe,18570492
18570498,null,al,18570506
18570498,null,ala,18570505
18570498,null,altres,18570504
18570498,null,altres,18570503
18570498,null,filla,18570502
18570498,null,filla,18570501
18570498,null,fill,18570500
18570498,esposa,esposa,18570499
18570498,jefe,jefe,18570498
18570507,filla,filla,18570509
18570507,filla,filla,18570508
18570507,jefe,jefe,18570507
18570510,filla,filla,18570514
18570510,null,filla,18570513
18570510,null,fill,18570512
18570510,esposa,esposa,18570511
18570510,jefe,jefe,18570510
18570515,null,filla,18570516
18570515,jefe,jefe,18570515
18570517,null,filla,18570519
18570517,fill,fill,18570518
18570517,jefe,jefe,18570517
18570520,null,net,18570523
18570520,null,jove,18570522
18570520,null,fill,18570521
18570520,jefe,jefe,18570520
18570524,altres,altres,18570531
18570524,altres,altres,18570530
18570524,filla,filla,18570529
18570524,fill,fill,18570528
18570524,filla,filla,18570527
18570524,filla,filla,18570526
18570524,esposa,esposa,18570525
18570524,jefe,jefe,18570524
18570532,null,fill,18570536
18570532,filla,filla,18570535
18570532,null,fill,18570534
18570532,esposa,esposa,18570533
18570532,jefe,jefe,18570532
18570537,filla,filla,18570544
18570537,filla,filla,18570543
18570537,filla,filla,18570542
18570537,null,fill,18570541
18570537,filla,filla,18570540
18570537,null,sogre,18570539
18570537,esposa,esposa,18570538
18570537,jefe,jefe,18570537
18570545,null,filla,18570551
18570545,null,filla,18570550
18570545,filla,filla,18570549
18570545,null,filla,18570548
18570545,null,fill,18570547
18570545,esposa,esposa,18570546
18570545,jefe,jefe,18570545
18570552,fill,fill,18570557
18570552,null,parents,18570556
18570552,null,parents,18570555
18570552,fill,fill,18570554
18570552,esposa,esposa,18570553
18570552,jefe,jefe,18570552
18570558,fill,fill,18570564
18570558,null,filla,18570563
18570558,filla,filla,18570562
18570558,fill,fill,18570561
18570558,filla,filla,18570560
18570558,esposa,esposa,18570559
18570558,jefe,jefe,18570558
18570565,null,filla,18570570
18570565,null,filla,18570569
18570565,null,filla,18570568
18570565,null,filla,18570567
18570565,esposa,esposa,18570566
18570565,jefe,jefe,18570565
18570571,fillastre,afillat,18570576
18570571,null,filla,18570575
18570571,fill,fill,18570574
18570571,null,fill,18570573
18570571,esposa,esposa,18570572
18570571,jefe,jefe,18570571
18570577,null,fill,18570581
18570577,null,fill,18570580
18570577,null,fill,18570579
18570577,esposa,esposa,18570578
18570577,jefe,jefe,18570577
18570582,null,servents,18570591
18570582,altres,altres,18570590
18570582,null,altres,18570589
18570582,altres,altres,18570588
18570582,null,altres,18570587
18570582,null,mare,18570586
18570582,null,fill,18570585
18570582,null,fill,18570584
18570582,esposa,esposa,18570583
18570582,jefe,jefe,18570582
18570592,null,fill,18570597
18570592,null,fill,18570596
18570592,fill,fill,18570595
18570592,null,sogre,18570594
18570592,esposa,esposa,18570593
18570592,jefe,jefe,18570592
18570598,null,sogre,18570603
18570598,filla,filla,18570602
18570598,filla,filla,18570601
18570598,filla,filla,18570600
18570598,esposa,esposa,18570599
18570598,jefe,jefe,18570598
18570604,parents,parents,18570610
18570604,null,fill,18570609
18570604,null,filla,18570608
18570604,null,fill,18570607
18570604,null,filla,18570606
18570604,esposa,esposa,18570605
18570604,jefe,jefe,18570604
18570611,fill,fill,18570614
18570611,parents,parents,18570613
18570611,esposa,esposa,18570612
18570611,jefe,jefe,18570611
18570615,fill,fill,18570617
18570615,esposa,esposa,18570616
18570615,jefe,jefe,18570615
18570618,null,altres,18570622
18570618,filla,filla,18570621
18570618,filla,filla,18570620
18570618,esposa,esposa,18570619
18570618,jefe,jefe,18570618
18570623,null,altres,18570631
18570623,null,altres,18570630
18570623,null,altres,18570629
18570623,null,altres,18570628
18570623,null,familiar,18570627
18570623,null,sogre,18570626
18570623,null,fill,18570625
18570623,esposa,esposa,18570624
18570623,jefe,jefe,18570623
18570632,esposa,esposa,18570633
18570632,jefe,jefe,18570632
18570634,null,filla,18570643
18570634,fill,fill,18570642
18570634,null,filla,18570641
18570634,null,fill,18570640
18570634,null,fill,18570639
18570634,null,fill,18570638
18570634,null,fll,18570637
18570634,fill,fill,18570636
18570634,esposa,esposa,18570635
18570634,jefe,jefe,18570634
18570644,null,servents,18570647
18570644,null,altres,18570646
18570644,null,altres,18570645
18570644,jefe,jefe,18570644
18570648,fill,fill,18570654
18570648,null,fill,18570653
18570648,filla,filla,18570652
18570648,null,filla,18570651
18570648,null,fill,18570650
18570648,esposa,esposa,18570649
18570648,jefe,jefe,18570648
18570655,jefe,jefe,18570655
18570656,null,filla,18570660
18570656,null,filla,18570659
18570656,null,fill,18570658
18570656,esposa,esposa,18570657
18570656,jefe,jefe,18570656
18570661,null,neboda,18570667
18570661,null,nebot,18570666
18570661,null,filla,18570665
18570661,filla,filla,18570664
18570661,filla,filla,18570663
18570661,esposa,esposa,18570662
18570661,jefe,jefe,18570661
18570668,null,servents,18570670
18570668,null,filla,18570669
18570668,jefe,jefe,18570668
18570671,parents,parents,18570677
18570671,null,parents,18570676
18570671,fill,fill,18570675
18570671,filla,filla,18570674
18570671,fill,fill,18570673
18570671,esposa,esposa,18570672
18570671,jefe,jefe,18570671
18570678,null,altres,18570679
18570678,jefe,jefe,18570678
18570680,jefe,jefe,18570680
18570681,null,fill,18570686
18570681,null,parents,18570685
18570681,null,parents,18570684
18570681,null,parents,18570683
18570681,esposa,esposa,18570682
18570681,jefe,jefe,18570681
18570687,null,servents,18570691
18570687,null,fill,18570690
18570687,null,mare,18570689
18570687,esposa,esposa,18570688
18570687,jefe,jefe,18570687
18570692,fill,fill,18570695
18570692,filla,filla,18570694
18570692,esposa,esposa,18570693
18570692,jefe,jefe,18570692
18570696,fill,fill,18570700
18570696,null,fill,18570699
18570696,fill,fill,18570698
18570696,esposa,esposa,18570697
18570696,jefe,jefe,18570696
18570701,null,filla,18570705
18570701,null,fill,18570704
18570701,null,filla,18570703
18570701,esposa,esposa,18570702
18570701,jefe,jefe,18570701
18570706,serventa,servents,18570713
18570706,filla,filla,18570711
18570706,filla,filla,18570710
18570706,fill,fill,18570709
18570706,filla,filla,18570708
18570706,esposa,esposa,18570707
18570706,jefe,jefe,18570706
18570714,null,filla,18570716
18570714,esposa,esposa,18570715
18570714,jefe,jefe,18570714
18570717,null,fill,18570720
18570717,null,fill,18570719
18570717,esposa,esposa,18570718
18570717,jefe,jefe,18570717
18570721,null,fill,18570726
18570721,fill,fill,18570725
18570721,null,fill,18570724
18570721,null,fill,18570723
18570721,esposa,esposa,18570722
18570721,jefe,jefe,18570721
18570727,fill,fill,18570732
18570727,fill,fill,18570731
18570727,null,fill,18570730
18570727,fill,fill,18570729
18570727,esposa,esposa,18570728
18570727,jefe,jefe,18570727
18570733,null,servents,18570734
18570733,jefe,jefe,18570733
18570735,null,servents,18570741
18570735,filla,filla,18570740
18570735,null,fill,18570739
18570735,null,fill,18570738
18570735,null,mare,18570737
18570735,esposa,esposa,18570736
18570735,jefe,jefe,18570735
18570742,null,parents,18570747
18570742,null,parents,18570746
18570742,fill,fill,18570745
18570742,null,fill,18570744
18570742,esposa,esposa,18570743
18570742,jefe,jefe,18570742
18570748,filla,filla,18570752
18570748,fill,fill,18570751
18570748,filla,filla,18570750
18570748,esposa,esposa,18570749
18570748,jefe,jefe,18570748
18570753,parents,parents,18570754
18570753,jefe,jefe,18570753
18570755,jefe,jefe,18570755
18570756,null,servents,18570761
18570756,null,fill,18570760
18570756,null,fill,18570759
18570756,null,fill,18570758
18570756,esposa,esposa,18570757
18570756,jefe,jefe,18570756
18570762,altres,altres,18570771
18570762,filla,filla,18570770
18570762,filla,filla,18570769
18570762,filla,filla,18570768
18570762,filla,filla,18570767
18570762,null,filla,18570766
18570762,null,fill,18570765
18570762,fill,fill,18570764
18570762,esposa,esposa,18570763
18570762,jefe,jefe,18570762
18570772,null,altres,18570780
18570772,null,altres,18570779
18570772,altres,altres,18570778
18570772,altres,altres,18570777
18570772,null,altres,18570776
18570772,altres,altres,18570775
18570772,null,altres,18570774
18570772,esposa,esposa,18570773
18570772,jefe,jefe,18570772
18570781,null,altres,18570787
18570781,filla,filla,18570786
18570781,null,fill,18570785
18570781,null,filla,18570784
18570781,null,fill,18570783
18570781,esposa,esposa,18570782
18570781,jefe,jefe,18570781
18570788,parents,parents,18570793
18570788,parents,parents,18570792
18570788,null,net,18570791
18570788,null,jove,18570790
18570788,parents,parents,18570789
18570788,jefe,jefe,18570788
18570794,null,mare,18570795
18570794,jefe,jefe,18570794
18570796,null,jove,18570798
18570796,null,fill,18570797
18570796,jefe,jefe,18570796
18570799,null,sogre,18570804
18570799,null,filla,18570803
18570799,null,filla,18570802
18570799,null,fill,18570801
18570799,esposa,esposa,18570800
18570799,jefe,jefe,18570799
18570805,null,servents,18570808
18570805,null,servents,18570807
18570805,null,fill,18570806
18570805,jefe,jefe,18570805
18570809,filla,filla,18570813
18570809,fill,fill,18570812
18570809,fill,fill,18570811
18570809,esposa,esposa,18570810
18570809,jefe,jefe,18570809
18570814,jefe,jefe,18570814
18570815,altres,altres,18570818
18570815,null,fill,18570817
18570815,fill,fill,18570816
18570815,jefe,jefe,18570815
18570819,null,filla,18570822
18570819,null,fill,18570821
18570819,esposa,esposa,18570820
18570819,jefe,jefe,18570819
18570823,germana,germana,18570828
18570823,filla,filla,18570827
18570823,filla,filla,18570826
18570823,filla,filla,18570825
18570823,esposa,esposa,18570824
18570823,jefe,jefe,18570823
18570829,null,altres,18570834
18570829,null,filla,18570833
18570829,fill,fill,18570832
18570829,fill,fill,18570831
18570829,esposa,esposa,18570830
18570829,jefe,jefe,18570829
18570835,null,fill,18570836
18570835,jefe,jefe,18570835
18570837,esposa,esposa,18570838
18570837,jefe,jefe,18570837
18570839,null,fill,18570845
18570839,null,fill,18570844
18570839,filla,filla,18570843
18570839,null,fill,18570842
18570839,null,fill,18570841
18570839,esposa,esposa,18570840
18570839,jefe,jefe,18570839
18570846,filla,filla,18570849
18570846,filla,filla,18570848
18570846,esposa,esposa,18570847
18570846,jefe,jefe,18570846
18570850,null,altres,18570853
18570850,null,altres,18570852
18570850,esposa,esposa,18570851
18570850,jefe,jefe,18570850
18570854,null,filla,18570857
18570854,filla,filla,18570856
18570854,esposa,esposa,18570855
18570854,jefe,jefe,18570854
18570858,null,altres,18570862
18570858,null,altres,18570861
18570858,altres,altres,18570860
18570858,null,altres,18570859
18570858,jefe,jefe,18570858
18570863,jefe,jefe,18570863
18570864,fill,fill,18570868
18570864,null,fill,18570867
18570864,null,filla,18570866
18570864,esposa,esposa,18570865
18570864,jefe,jefe,18570864
18570869,esposa,esposa,18570870
18570869,jefe,jefe,18570869
18570871,esposa,esposa,18570872
18570871,jefe,jefe,18570871
18570873,null,altres,18570877
18570873,null,fill,18570876
18570873,null,fill,18570875
18570873,esposa,esposa,18570874
18570873,jefe,jefe,18570873
18570878,filla,filla,18570882
18570878,fill,fill,18570881
18570878,fill,fill,18570880
18570878,esposa,esposa,18570879
18570878,jefe,jefe,18570878
18570883,esposa,esposa,18570884
18570883,jefe,jefe,18570883
18570885,null,net,18570893
18570885,altres,altres,18570892
18570885,altres,altres,18570891
18570885,altres,altres,18570890
18570885,altres,altres,18570889
18570885,altres,altres,18570888
18570885,altres,altres,18570887
18570885,null,gendre,18570886
18570885,jefe,jefe,18570885
18570894,fill,fill,18570896
18570894,esposa,esposa,18570895
18570894,jefe,jefe,18570894
18570897,null,altres,18570903
18570897,null,altres,18570902
18570897,null,altres,18570901
18570897,null,altres,18570900
18570897,null,altres,18570899
18570897,null,altres,18570898
18570897,jefe,jefe,18570897
18570904,null,parents,18570909
18570904,null,parents,18570908
18570904,fill,fill,18570907
18570904,fill,fill,18570906
18570904,esposa,esposa,18570905
18570904,jefe,jefe,18570904
18570910,null,fill,18570917
18570910,fill,fill,18570916
18570910,fill,fill,18570915
18570910,fill,fill,18570914
18570910,filla,filla,18570913
18570910,fill,fill,18570912
18570910,esposa,esposa,18570911
18570910,jefe,jefe,18570910
18570918,null,mare,18570923
18570918,null,germana,18570922
18570918,germana,germana,18570921
18570918,germana,germana,18570920
18570918,germana,germana,18570919
18570918,jefe,jefe,18570918
18570924,parents,parents,18570925
18570924,jefe,jefe,18570924
18570926,esposa,esposa,18570927
18570926,jefe,jefe,18570926
18570928,germa,germa,18570932
18570928,germa,germa,18570931
18570928,null,germa,18570930
18570928,esposa,esposa,18570929
18570928,jefe,jefe,18570928
18570933,fill,fill,18570936
18570933,fill,fill,18570935
18570933,esposa,esposa,18570934
18570933,jefe,jefe,18570933
18570937,parents,parents,18570940
18570937,null,fill,18570939
18570937,null,fill,18570938
18570937,jefe,jefe,18570937
18570941,null,parents,18570945
18570941,null,parents,18570944
18570941,null,parents,18570943
18570941,null,parents,18570942
18570941,jefe,jefe,18570941
18570946,esposa,esposa,18570947
18570946,jefe,jefe,18570946
18570948,filla,filla,18570953
18570948,filla,filla,18570952
18570948,fill,fill,18570951
18570948,filla,filla,18570950
18570948,esposa,esposa,18570949
18570948,jefe,jefe,18570948
18570954,null,germana,18570955
18570954,jefe,jefe,18570954
18570956,esposa,esposa,18570957
18570956,jefe,jefe,18570956
18570958,fill,fill,18570963
18570958,fill,fill,18570962
18570958,filla,filla,18570961
18570958,filla,filla,18570960
18570958,esposa,esposa,18570959
18570958,jefe,jefe,18570958
18570964,esposa,esposa,18570965
18570964,jefe,jefe,18570964
18570966,germana,germana,18570971
18570966,null,familiar,18570970
18570966,germa,germa,18570969
18570966,null,germana,18570968
18570966,esposa,esposa,18570967
18570966,jefe,jefe,18570966
18570972,neta,neta,18570977
18570972,net,net,18570976
18570972,null,parents,18570975
18570972,null,fill,18570974
18570972,esposa,esposa,18570973
18570972,jefe,jefe,18570972
18570978,null,altres,18570982
18570978,null,familiar,18570981
18570978,null,familiar,18570980
18570978,esposa,esposa,18570979
18570978,jefe,jefe,18570978
18570983,filla,filla,18570986
18570983,null,fill,18570985
18570983,null,fill,18570984
18570983,jefe,jefe,18570983
18570987,null,fill,18570990
18570987,null,fill,18570989
18570987,esposa,esposa,18570988
18570987,jefe,jefe,18570987
18570991,null,servents,18571008
18570991,null,servents,18571007
18570991,null,altres,18571006
18570991,null,altres,18571005
18570991,altres,altres,18571004
18570991,null,altres,18571003
18570991,altres,altres,18571002
18570991,null,ne,18571001
18570991,parents,parents,18571000
18570991,null,ne,18570999
18570991,parents,parents,18570998
18570991,parents,parents,18570997
18570991,null,jove,18570996
18570991,null,fill,18570995
18570991,null,fill,18570994
18570991,null,fill,18570993
18570991,null,fill,18570992
18570991,jefe,jefe,18570991
18571009,null,germana,18571010
18571009,jefe,jefe,18571009
18571011,null,parents,18571013
18571011,parents,parents,18571012
18571011,jefe,jefe,18571011
18571014,null,fill,18571018
18571014,filla,filla,18571017
18571014,filla,filla,18571016
18571014,fill,fill,18571015
18571014,jefe,jefe,18571014
18571019,filla,filla,18571023
18571019,null,fill,18571022
18571019,null,filla,18571021
18571019,null,germana,18571020
18571019,jefe,jefe,18571019
18571024,null,servents,18571031
18571024,null,altres,18571030
18571024,null,parents,18571029
18571024,parents,parents,18571028
18571024,parents,parents,18571027
18571024,null,altres,18571026
18571024,null,altres,18571025
18571024,jefe,jefe,18571024
18571032,filla,filla,18571037
18571032,filla,filla,18571036
18571032,null,parents,18571035
18571032,null,parents,18571034
18571032,esposa,esposa,18571033
18571032,jefe,jefe,18571032
18571038,null,servents,18571040
18571038,esposa,esposa,18571039
18571038,jefe,jefe,18571038
18571041,null,filla,18571044
18571041,fill,fill,18571043
18571041,esposa,esposa,18571042
18571041,jefe,jefe,18571041
18571045,null,familiar,18571049
18571045,filla,filla,18571048
18571045,filla,filla,18571047
18571045,esposa,esposa,18571046
18571045,jefe,jefe,18571045
18571050,null,filla,18571057
18571050,null,filla,18571056
18571050,null,fill,18571055
18571050,null,fill,18571054
18571050,null,fill,18571053
18571050,null,fill,18571052
18571050,esposa,esposa,18571051
18571050,jefe,jefe,18571050
18571058,null,net,18571063
18571058,null,filla,18571062
18571058,null,filla,18571061
18571058,altres,altres,18571060
18571058,esposa,esposa,18571059
18571058,jefe,jefe,18571058
18571064,null,filla,18571066
18571064,null,filla,18571065
18571064,jefe,jefe,18571064
18571067,null,marit,18571070
18571067,null,altres,18571069
18571067,null,fill,18571068
18571067,jefe,jefe,18571067
18571071,null,filla,18571074
18571071,null,fill,18571073
18571071,esposa,esposa,18571072
18571071,jefe,jefe,18571071
18571075,null,germa,18571078
18571075,null,mare,18571077
18571075,esposa,esposa,18571076
18571075,jefe,jefe,18571075
18571079,filla,filla,18571083
18571079,filla,filla,18571082
18571079,filla,filla,18571081
18571079,esposa,esposa,18571080
18571079,jefe,jefe,18571079
18571084,null,germa,18571085
18571084,jefe,jefe,18571084
18571086,null,parents,18571089
18571086,parents,parents,18571088
18571086,esposa,esposa,18571087
18571086,jefe,jefe,18571086
18571090,net,net,18571100
18571090,null,familiar,18571099
18571090,null,familiar,18571098
18571090,null,net,18571097
18571090,neta,neta,18571096
18571090,neta,neta,18571095
18571090,neta,neta,18571094
18571090,neta,neta,18571093
18571090,null,filla,18571092
18571090,null,gendre,18571091
18571090,jefe,jefe,18571090
18571101,altres,altres,18571105
18571101,null,altres,18571104
18571101,altres,altres,18571103
18571101,esposa,esposa,18571102
18571101,jefe,jefe,18571101
18571106,filla,filla,18571114
18571106,fill,fill,18571113
18571106,filla,filla,18571112
18571106,filla,filla,18571111
18571106,filla,filla,18571110
18571106,filla,filla,18571109
18571106,filla,filla,18571108
18571106,esposa,esposa,18571107
18571106,jefe,jefe,18571106
18571115,esposa,esposa,18571116
18571115,jefe,jefe,18571115
18571117,null,fill,18571119
18571117,esposa,esposa,18571118
18571117,jefe,jefe,18571117
18571120,fill,fill,18571128
18571120,filla,filla,18571127
18571120,filla,filla,18571126
18571120,filla,filla,18571125
18571120,filla,filla,18571124
18571120,fill,fill,18571123
18571120,fill,fill,18571122
18571120,esposa,esposa,18571121
18571120,jefe,jefe,18571120
18571129,filla,filla,18571133
18571129,fill,fill,18571132
18571129,filla,filla,18571131
18571129,esposa,esposa,18571130
18571129,jefe,jefe,18571129
18571134,null,pare,18571138
18571134,filla,filla,18571137
18571134,filla,filla,18571136
18571134,esposa,esposa,18571135
18571134,jefe,jefe,18571134
18571139,null,filla,18571144
18571139,null,filla,18571143
18571139,null,filla,18571142
18571139,null,fill,18571141
18571139,esposa,esposa,18571140
18571139,jefe,jefe,18571139
18571145,fill,fill,18571148
18571145,null,filla,18571147
18571145,esposa,esposa,18571146
18571145,jefe,jefe,18571145
18571149,parents,parents,18571155
18571149,null,parents,18571154
18571149,parents,parents,18571153
18571149,null,parents,18571152
18571149,null,parents,18571151
18571149,null,parents,18571150
18571149,jefe,jefe,18571149
18571156,fill,fill,18571159
18571156,fill,fill,18571158
18571156,esposa,esposa,18571157
18571156,jefe,jefe,18571156
18571160,null,filla,18571166
18571160,null,fill,18571165
18571160,null,filla,18571164
18571160,null,fill,18571163
18571160,null,filla,18571162
18571160,esposa,esposa,18571161
18571160,jefe,jefe,18571160
18571167,null,fill,18571171
18571167,null,fill,18571170
18571167,filla,filla,18571169
18571167,null,fill,18571168
18571167,jefe,jefe,18571167
18571172,net,net,18571176
18571172,null,fill,18571174
18571172,esposa,esposa,18571173
18571172,jefe,jefe,18571172
18571177,null,servents,18571180
18571177,null,filla,18571179
18571177,esposa,esposa,18571178
18571177,jefe,jefe,18571177
18571181,null,filla,18571183
18571181,null,filla,18571182
18571181,jefe,jefe,18571181
18571184,null,filla,18571186
18571184,esposa,esposa,18571185
18571184,jefe,jefe,18571184
18571187,null,fill,18571190
18571187,null,fill,18571189
18571187,esposa,esposa,18571188
18571187,jefe,jefe,18571187
18571191,null,familiar,18571198
18571191,null,familiar,18571197
18571191,null,altres,18571196
18571191,null,filla,18571195
18571191,null,fill,18571194
